Group,Group Id
Lebanese Resistance Group,970
"Covenant, Sword and the Arm of the Lord (CSA)",971
Alfaro Vive,972
Anarchists,973
Angry Brigade,974
Movement for Rebuilding Fatah,975
Argentina Libre (Free Argentina),976
Iraqi Moslems,977
Western Somalia Liberation Front,978
United Popular Action Movement,979
Morazanist Front for the Liberation of Honduras (FMLH),980
Amazonas Liberation Front,981
Coordination of Anti-atomic Power Plant Saboteurs,982
Lebanese and Palestinian Resistance Fighters,983
North Korean involvement commandos,984
Syrian Battle Front,985
Comite de Liberation et de Detournements d'Ordinateurs (Committee for the liberation and hijacking of computers),986
The Order (Silent Brotherhood),987
Bolivian Luminous Path,988
Black Liberation Force,989
The Aref Boluki Dynamite group,990
November 10 (Bolivia),991
Yamaguchi-Gumi Gang,992
Catholic Reaction Force,993
Sandinist People's Army (EPS),994
Anti-Terrorist Liberation Group (GAL),995
Plowshares,996
National Front for the Liberation of Belgium,997
Revolutionary Armed Forces (FAR),998
Guatemalan National Revolutionary Unity (URNG),999
Terror Against Terror,1000
Islamic Cause Organization,1001
Black Hand,1002
Counterrevolutionary Solidarity (SC),1003
Muslim Militants,1004
Israeli Terrorist Group,1005
Ana Maria Martinly August 22 Brigade,1006
Al-Borkan Liberation Organization,1007
Martyrs of Baalbek,1008
Tripura National Volunteers (TNV),1009
Patriotic Command San Jose,1010
Jammu and Kashmir Liberation Front,1011
Yellow Organization of Air Force Officers,1012
Defenders of the Fatherland,1013
Sudanese mostly Christian rebels,1014
Christian extremists,1015
National Resistance Movement (NRM),1016
Jewish Direct Action,1017
Force 17,1018
National Anti Communist Commando,1019
Manuel Rodriguez Patriotic Front (FPMR),1020
Idriss Miskine Group,1021
Congolese National Movement- Lumumba (MNCL),1022
Revolutionary Organization of Socialist Muslims,1023
Tripura Nationalists,1024
Dishmish Regiment,1025
Internal Front,1026
MLA,1027
Katsuhisa Omori,1028
Individuals claimed to be policemen,1029
Nationalist Patriotic Alliance (APN),1030
"Sympathizers of ""Iranian People's Zeda'i""",1031
Anti-Armenian Organization,1032
International Communist Group,1033
National Front for the Salvation of Libya,1034
Anti-Semitic extremists,1035
Islamic Action Organization,1036
Ricardo Franco Front (Dissident FARC),1037
Scheutzen group,1038
Palestinian-nationalist Lebanese joint movement,1039
Al-Sa'iqa,1040
Alpha-66 (Cuban counterrevolutionary),1041
Arab Revenge Organization,1042
Tupac Amaru Revolutionary Movement (MRTA),1043
Chilean Anti-Communist Alliance (ACHA),1044
Fedayeen of the Imperial Iranian Monarchy,1045
Free Fatherland,1046
Salvadoran Guerrillas,1047
Alfa 83,1048
Al-Sadr Brigades,1049
Gutierrez Gomez Resistance Group,1050
Rajneeshees,1051
Sons of the South,1052
Sharp Sword Organization,1053
Costa Rican Peoples' Army (EPC),1054
Communists Fighting Imperialism and Armaments,1055
Anarchio Scene,1056
Narco-Terrorists,1057
Kurdistan Workers' Party (PKK),1058
M-5,1059
Red Patriots Group,1060
Basque Refugee Support Group,1061
Anti-Socials,1062
Anti-Chon radical elements,1063
Iranian Monarchists,1064
Koetoh Reh,1065
Militant Argentine Patriots,1066
Revolutionary Armed Forces for the Liberation of Colombia (FALCO),1067
Militants,1068
Martyrs Halim Group,1069
Organization of Mauritanian Nationalists,1070
National Movement of Iranian Resistance,1071
Communist Combattant Cells (CCC) (Belgium),1072
Separatist Clandestine Organization,1073
Gruppe Haw Weg Den Scheiss,1074
Yemenis,1075
September 17 Organization,1076
Independence Advocates,1077
Kanak Separatists,1078
Kanakas,1079
Kanak Socialist National Liberation Front,1080
Muslim Separatists,1081
November 21 Organization,1082
La Paz peasants federation,1083
Tamil Eelam Liberation Organization (TELO),1084
Black September II,1085
National Socialist Council of Nagaland,1086
Yazbik Revolutionary Organization,1087
Animal Liberation Front (ALF),1088
National Committee Against Independence (CNCI),1089
Relatives of terrorist,1090
National Republican Alliance Party,1091
Palestinian/Lebanese nationalists,1092
National Front (Greece),1093
Northern Terror Front,1094
Black Brigade,1095
Worker's Brigade,1096
FACDM,1097
Angels,1098
Carribbean Revolutionary Independence Army,1099
Emilio Recabarren Commando,1100
Miners,1101
New caledonian independence supporters,1102
Armenian Revolutionary Army,1103
Los Barriales,1104
Vengence Party,1105
Ahmad Alawi al Muqbili,1106
Valais Group Against Hydro-Rhone,1107
Pan-Turkish Organization,1108
Arab Unionist Nationalist Organization,1109
Quintin Lame,1110
Action Struggle Against the World,1111
Proletarian Revolutionary Action Front (FRAP),1112
Black extremists,1113
Fighting Ecologist Movement,1114
Uganda People's Army,1115
People's Liberation Front of Niger,1116
Martyrs of Tell Al-Zaltar,1117
Islamic Mujahidin,1118
Homeland and Freedom Group,1119
Khalid ibn Walid,1120
Miskito Indian Organization,1121
United Liberation Torchbearers Forces,1122
Peace Conquerors,1123
Anti-Muslim extremists,1124
United Democratic Front (UDF),1125
Angolan Defense Force,1126
Poor People's Party,1127
The Ordinary Men,1128
Right-Wing Gunmen,1129
Javier Heraud Revolutionary Commando,1130
People's Revolutionary Command (CRP),1131
Revolutionary Autonomous Group,1132
National Revolution,1133
Broad Front,1134
Islamic Unification Movement,1135
Revolutionary Christians of the Cedars,1136
Egypt's Revolution,1137
Jarnail Khalsa,1138
Arab Socialist Baath Party,1139
7 April Libyan Organization,1140
Wild Geese of the Cities,1141
Saffron Tigers,1142
Revolutionary Militant Left organization,1143
Crazy Brabant Killers,1144
Proletarian Initiative and Offensive for W. Europe,1145
Red Revolutionary Front,1146
Christian Palestinian group,1147
Anti-Apartheid guerrillas,1148
Simon Bolivar Guerrilla Coordinating Board (CGSB),1149
Revolutionary Eelam Organization (EROS),1150
Kisar Liberation Movement,1151
Committee of Solidarity with Arab and Middle East Political Prisoners (CSPPA),1152
Moslem opponents of Gemayel,1153
Marxist Peoples Fedayeen of Iran,1154
America Battalion,1155
Red Brigades Fighting Communist Union (BR-UCC),1156
Black Flag (Bandera Negra),1157
Union of Galilee Christians,1158
"Up the IRS, Inc",1159
Palestinian Forces,1160
New Ugandan Army,1161
The Order II (Bruder Schweigen Strike Force II),1162
Eelam People's Revolutionary Liberation Front (EPRLF),1163
Vietnamese Refugees,1164
People's Command,1165
National Revolutionary Command (Umar al-Mukhtar),1166
Islamic Liberation Organization,1167
Arab Revolutionary Cells,1168
Anti-American Arab Liberation Front,1169
Tribal Separatists,1170
Kisan Indian Organization,1171
Patria y Libertad (Fatherland and Liberty),1172
Armed Communist Front,1173
Arab Commando Cells,1174
Commando Internacionalista Simon Bolivar,1175
Arab Revolutionary Front,1176
Anti-Imperialist International Brigades,1177
Bangladesh Sarbahara Party,1178
A Resistance Group,1179
Montoneros Patria Libre,1180
Sudan People's Liberation Army (SPLA),1181
Shanti Bahini - Peace Force,1182
Salah al-Din Squad,1183
Al-Marabitun Revolutionary Committee,1184
Commandos of France,1185
United Arab Revolution,1186
Feliciano Argueta Front,1187
Japan Socialist Youth League of the Revolutionary Workers' Association,1188
Black War,1189
Palestinian Revolution Forces,1190
Fatah Uprising,1191
Major Muhammad Zuhnyn Group,1192
United Nicaraguan Opposition,1193
Brunswijk Jungle Commando,1194
United Nasirite Organizaiton,1195
Revolutionary Liberation Cells,1196
Schiedam Youth Front,1197
The Illegal Fisherman of the Night,1198
Drug-Related Terrorists,1199
SYS,1200
S. O. S. France,1201
Into the Blue Commando of the Revolutionary Cells,1202
Commander Gonzalo Southern Group,1203
Armed Commandos for Liberation,1204
Sinhalese Extremists,1205
Moro Islamic Liberation Front (MILF),1206
September 11 Commandos,1207
Supporters of Right and Freedom,1208
Down with Lubbers,1209
El Movimiento Revolucionario Independinista,1210
Aryan Nation,1211
Karamyit Singh,1212
Maoist Communist Center (MCC),1213
Supreme Islamic Council,1214
Brazilian Democratic Mobilization Party (PMBD),1215
Groups Seeking Independence,1216
Gang separatists terrorists,1217
Peruvian Rebels,1218
Liberation Commando Rudolf Hess,1219
Alexander Villalon (YADO),1220
Angola Rebels,1221
Youths of Ali Movement,1222
Sea Shepherd Conservation Society,1223
The Call of Jesus Christ,1224
Suicide Squad,1225
Black Panther Group (Palestinian),1226
Poverty Brigade,1227
Greek Bulgarian Armenian Front,1228
Khalistan Liberation Force,1229
Pro-Libyan,1230
Arab Struggle,1231
Lebanese Liberation Front,1232
Irish People's Liberation Organization (IPLO),1233
Mustafa Aktas Fighting Unit,1234
Iranian dissident group,1235
Lebanese Terrorist Group,1236
Beirut Martyrs Forces Organization,1237
Condor Plan Criminals,1238
Khalistan Commando Force,1239
Animal Rights extremists,1240
Somali National Movement,1241
Islamic Holy Star,1242
Pro-Kabul Provocateurs,1243
Free Galician People's Guerrilla Army,1244
Filipino Communists,1245
Scooter Borne terrorists,1246
Islamist extremists,1247
Census Opponents,1248
Antonio,1249
Inkatha Freedom Party (IFP),1250
Extremist Nat'list Group,1251
Active Espirit de Corps of the Argentina Army,1252
Liberation Hawks,1253
Nicaraguan Resistance,1254
Brother Julian,1255
Jihad Brigades,1256
Japanese Independence Patriotic Party,1257
Alejo Calatayu,1258
South African guerrillas,1259
Abu Musa Group,1260
Guerrilla Forces for Liberation,1261
Afghan Mujahideen,1262
Lebanese Secret Army,1263
Comuneros,1264
Red Army for the Liberation of Catalonia,1265
Gurkha National Liberation Front (GNLF),1266
Militant Cells,1267
Kurdish Separatists,1268
Muslim Fundamentalists,1269
Guardians of the Islamic Revolution,1270
Maximiliano Gomez Revolutionary Brigade,1271
Jacques de Molay Group,1272
Freedom Party,1273
People's Liberation Front (JVP),1274
Arab Democratic Party,1275
Turkish Marxist Workers Party,1276
Kurdistan National Union,1277
Latin American Anti-Fascist Command,1278
Evan Mecham Eco-Terrorist International Conspiracy (EMETIC),1279
Syrian Mujahideen,1280
Insurgency Commune,1281
Tanyus Shanin Armed Unit,1282
Autonomen,1283
Liberation Battalion,1284
Nuclear Liberation Front,1285
Ecuadorian Communist Youth,1286
Anti-Authority Group (Greece),1287
Uganda Federal Army,1288
Pedro Albizu Campos Revolutionary Forces,1289
Death to Drug Traffickers,1290
Mormon Extremist,1291
The Extraditables,1292
Revolutionary Armed Organization,1293
9 February,1294
Kachin Independence Army (KIA),1295
Kach,1296
Sudanese People's Liberation Forces,1297
Holy Spirit Movement,1298
Meibion Glyndwr,1299
OAS-MRP,1300
National Socialist Civic Workers Movement,1301
Sinhalese Insurgents,1302
Hotaru (Firefly),1303
Organization of Arab Fedayeen Cells,1304
Kurdish Independence Group (name unk),1305
Jorge Eliecer Gaitan Nationalist Movement,1306
Mozambique Liberation Front (FRELIMO),1307
Iranian Militants,1308
22 May 1948,1309
Internationalist Cells,1310
Anti-Communist Vigilante Patrol,1311
Sudtiroler Volkspartei-south tyrol people's party,1312
Soldiers of Truth,1313
Organization Alliance of Cuban Intransigence,1314
Burma Communist Party,1315
Black Hand (Colombia),1316
Rodrigo Franco Command,1317
United Liberation Front of Assam (ULFA),1318
Vigilante Group,1319
People's Liberation Organization of Tamil Eelam,1320
Black Friday,1321
Zapatista National Liberation Army,1322
Hizb-I-Islami,1323
Zarate Willka Armed Forces of Liberation,1324
Sekihotai,1325
Keshet,1326
Ein Tyrol (One Tyrol),1327
Animal Defense League,1328
Congolese Liberation Party (PLC),1329
Beirut Martyrs Battalion,1330
Jewish Defense Organization,1331
Lebanese Man,1332
Al-Faruo Battalion,1333
White Wolves,1334
Patriotic Morazanista Front (FPM),1335
Manuel Jose Arce Commando,1336
Anti-Capitalist Commando,1337
Babbar Khalsa International (BKI),1338
Anya-Nya II Militia,1339
Afrikaner Resistance Movement (AWB),1340
Bhinderanwale Tiger Force of Khalistan (BTHK),1341
Socialist-Nationalist Front (SNF),1342
Mon Guerrillas,1343
Shaykh Subhi Al-Salih Forces,1344
Social Resistance,1345
Workers' Revolutionary Party,1346
Liberation Front of the Senegalese People,1347
Anti-Capitalist Brigades,1348
National Movement Against the Mahgreb Invasion,1349
Black Liberation Front,1350
Movement of Democratic Forces of Casamance,1351
Revolutionary Front for an Independent East Timor (FRETILIN),1352
Tripoli Martyrs Battalion,1353
Ugandan Rebels,1354
Socialist Revolutionary Brigade,1355
Death to Bazuqueros,1356
16 January Organization for the Liberation of Tripoli,1357
1 May,1358
Popular Resistance Front (FPR),1359
Earth First!,1360
Anti-Communist Action Alliance,1361
People's War Group (PWG),1362
Anti-Imperialist Patriotic Union,1363
National Liberation Army (Peru),1364
Bodo Militants,1365
Revolutionary United Front Movement,1366
United Revolutionary Front,1367
Mandela Soccer Club,1368
Forces of the Free Arab,1369
Shan State Army - North (SSA-N),1370
Muhammed Shuqayr Group,1371
Workers' Forces of Liberation,1372
Eritrean Peoples Liberation Front,1373
Kachin Insurgents,1374
Martyr Ahmad Alishuay B Group,1375
Revolutionary Movement,1376
Sicarii,1377
Kampuchean Peoples National Liberation Army,1378
Organization of Metropolitan Proletariat and Oppressed Peoples,1379
Popular Liberation Resistance Force,1380
Armed Struggle Cells,1381
Mwakenya Dissident Movement,1382
Ugandan People's Democratic Army,1383
Arabian Peninsula Freemen,1384
National Revolutionary Front,1385
Father of the Poor,1386
Shaykh Hassan Khalid Forces,1387
National League for Democracy,1388
Generation of Arab Fury,1389
Revolutionary Movement of People in Arms,1390
9 May People's Liberation Force,1391
Catalan Militia,1392
Rebel Socialists,1393
Organization of Mujahadin of Islam,1394
National Liberation Army (Ecuador),1395
Americans for a Competent Federal Judicial System,1396
Armed People's Units,1397
Unidad Militar Bolivariana,1398
Anti-Communist Vigilante Group,1399
Surinamese Amerindians,1400
All for the Fatherland Movement,1401
Black Forest Command,1402
Fighting Proletarian Front,1403
Gracchus Babeuf,1404
Cali Narcotics Cartel,1405
Hamas (Islamic Resistance Movement),1406
Cells for Solidarity Against Authority,1407
Arnoldo Camu Command,1408
Kurdish Democratic Party-Iran (KDP),1409
Movement for the Supremacy of Reason,1410
Popular Movement for the Liberation of Angola,1411
National Liberation Union,1412
Kashmiri extremists,1413
The Unit of the Chemical Weapons Martyrs,1414
Martyr Riyad Taha Group,1415
Tucayana Amerindians,1416
Tacayana Indians,1417
Flying Eagles (Vigilante Group),1418
France's Honour,1419
Pro-Pakistani extremists,1420
Communist Party of India,1421
Citizens Volunteer Force,1422
Bougainville Revolutionary Army (BRA),1423
Allah's Tigers,1424
White Mercenaries,1425
Anarchist Solidarity,1426
Popular Militia (Colombia),1427
June 16 Organization,1428
Anti-feminist extremists,1429
Struggle Against Misery and Exploitation of Peasants,1430
Reform of the Armed Forces Movement,1431
Survivors of Hama,1432
Continuing Struggle,1433
Democratic Revolutionary Party,1434
Omar Torrijos Commando for Latin American Dignity,1435
Nara Red Army,1436
Manuel Gonzales Patriotic Front,1437
Hizbul Mujahideen (HM),1438
Seikijuku,1439
Islamic Movement Organization,1440
Organization for the oppresed in Egypt's Prisons,1441
Seiji Kesha Kokuyukai,1442
Resistance Movement of the Union of Revolt Workers,1443
Dev Genc,1444
Albanian Separatists,1445
Turkish Communist Party/Marxist (TKP-ML),1446
Mikhail Kaltezas Anarchist Organization,1447
Rwenzururu Rebels,1448
Turkish Islamic Commandos,1449
Patriotic Liberation Front,1450
Pakistani People's Party (PPP),1451
Patriotic Resistance Army (ERP),1452
God our Father Cult,1453
Armenian nationalists,1454
Armenian extremists,1455
National Patriotic Front of Liberia (NPFL),1456
Revolutionary Anti-Racist Action,1457
Revolutionary Action Organization of the Arab Resistance Front,1458
Revolutionary Worker Clandestine Union of the People Party (PROCUP),1459
Mujahideen Kashmir,1460
Palestinian Islamic Jihad (PIJ),1461
Aum Shinri Kyo,1462
Earth Night Action Group,1463
Environmentalists,1464
Islamic Front for the Liberation of Palestine (IFLP),1465
Liberian Rebel Group,1466
Islamic Struggle Front,1467
Anti-Environmentalists,1468
Do-or-Die Corps for the Abolition of Anti-Public Taxation Systems,1469
14th of December Command,1470
20 December Movement (M-20),1471
Islamic Jihad Beit-al Maqdis Group,1472
Nazi Boerestat Party,1473
Casamance Separatists,1474
Chondaehyop (Radical Student Coalition),1475
Milicias Rodriguistas,1476
Armenian militants,1477
Muttahida Qami Movement (MQM),1478
Revolutionary Labor Organization,1479
December 13 Independent Group,1480
Azania People's Organization (AZAPO),1481
Muslim Janbaz Force,1482
Cleansing Hand (La Mano Que Limpia),1483
Dawn Forces,1484
Ultra Conservative Clerical Group,1485
Islamic Legion,1486
Popular Rage,1487
White Liberation Army,1488
Civil Cooperation Bureau,1489
Resistance Movement,1490
United Somali Congress,1491
Pakistani trained terrorists,1492
Anti-Monarchists,1493
Mozambique Rightest Rebels,1494
Black Tigers,1495
Armenian paramilitary group,1496
Orde Boerevoik,1497
Colombian Revolution,1498
Zulu Militants,1499
Revolutionary Flames,1500
Nestor Paz Zamora Commission (CNPZ),1501
Cyprus Turkish People's Movement,1502
Eva Peron Organization,1503
Ba'adi (on my own behalf),1504
Hubay Qah Group,1505
Communist Warrior's Union,1506
Justice and Liberty Warriors,1507
First May Movement,1508
Free Papua Movement (OPM-Organisasi Papua Merdeka),1509
Sinhalese Militants,1510
Resistenza,1511
Bangladesh Nationalist Party (BNP),1512
Sipah-e-Sahaba/Pakistan (SSP),1513
Organization for Zionist Retribution,1514
Corsican National Liberation Front- Historic Channel,1515
Committee for Direct Action Against War,1516
Palestinian support group,1517
Popular Liberation Army (Puerto Rico),1518
Inkotanyi,1519
Jamaat-E-Islami (Bangladesh),1520
Panthic Committee,1521
Avenge the Arab Nation,1522
Islamic Revolutionary Command,1523
Christian Liberation Army,1524
Tuareg extremists,1525
Tontons Macoutes,1526
Islamic Brotherhood,1527
Former Border Policeman,1528
Venceremos,1529
Elements Police Cobra Squadron,1530
Palestinian Extremists,1531
Dacoits,1532
Mong Thai Army (MTA),1533
Turkish Communist Workers Party,1534
Katsina Muslim Society,1535
Thomas Muenzer Wild Band,1536
Communist Guerilla Nuclei,1537
Right-Wing Rebel Military Group,1538
Landless Peasants' Movement (MST),1539
Recontras,1540
Hindu extremists,1541
Armed Falange,1542
Somali Patriotic Movement,1543
Al-Gama'at al-Islamiyya (IG),1544
Tuareg Guerrillas,1545
Serbs,1546
Serbian rebels,1547
People's Information Group,1548
Miguel d'Escoto Brockman Community Movement,1549
Al-Umar Mujahideen,1550
Jorge Martinez Association of Combatants,1551
Cubans seeking escape from Cuba,1552
Allende Lives Commando,1553
Achwan-I-Mushbani,1554
Venezuela Cartel,1555
Ikhwan-ul-Muslimeen,1556
Kurdish Dissidents,1557
Kurdish Peshmerga Guerrillas,1558
Autonomous Manuel Rodriguez Patriotic Front,1559
Tupac Katari Guerrilla Army (EGTK),1560
Popular Revolutionary Commandos,1561
Bangladesh Communist Party,1562
Nahzat e Eslami,1563
Ittehad-i-Islami,1564
Guerilla Party of the Galician Poor,1565
Phillipine Moslems,1566
Serbian extremists,1567
Islamic Salvation Front (FIS),1568
Kurdish Sympathizers,1569
People's Rebellion,1570
Foibe tribe,1571
Banya Tribe,1572
May 36,1573
Chonson Univ. students,1574
"Taikosha, right wing group",1575
Bedouin tribesmen,1576
Kurdish Protestors,1577
Israel Militant,1578
Medellin Drug Cartel,1579
Black Berets,1580
Group for a Strong Revolutionary Movement,1581
All Nepal Free Nationalist Students Union,1582
Serbian guerrillas,1583
Afghan Guerrillas,1584
Organization for the Defense of Detainees Rights,1585
Kurdish Militants,1586
South Ossetian Extremists,1587
Azerbaijan Guerrillas,1588
Skinhead group,1589
All India Anna Dravida Munetra Kazgan Party,1590
Shonkonjuku Group,1591
Mohajir National Movement,1592
Temple Mount Faithful Movement,1593
Communist Party of India- Marxist,1594
Georgian Militants,1595
Kashmiri Hezbollah,1596
Karenni National Progressive Party,1597
Mahaz-e-Milli Islami Afghanistan,1598
Rebel Military Unit,1599
Liberation Youth Coordinating Board,1600
Guerrilla Movement of the Poor (MGP),1601
People's Guerrilla Movement,1602
Armed Gold Miners,1603
Issa and Gurgura Liberation Front,1604
Pathan Tribal Group,1605
Action Group for the Destruction of the Police State,1606
Iranian exiles,1607
Pirates,1608
Anti-Government Demonstrators,1609
Turkish Islamic Jihad,1610
All Burma Students' Democratic Front (ABSDF),1611
Palestinian Liberation Command,1612
Issui Kai,1613
Kyongbuk University Dental College Students,1614
Al-Adl Wal Ihsane,1615
Lashkari-e-Adam (Army of Adam),1616
Free Fatherland Youth Guerrilla Army,1617
Arakan Rohingy Islamic Front,1618
Opposition Group,1619
Amhara tribal group,1620
Student Demonstrators,1621
Command for National Sovereignty,1622
Movement for Triqui Unification and Struggle,1623
Croatian Militia,1624
Mafia,1625
South Lebanon Army,1626
Former members Central Investigation Office,1627
Tutsi extremists,1628
Tayeb Al-Afghani's Islamist Group,1629
Anti-United States extremists,1630
Russian Militia,1631
Recompras,1632
Front for the Restoration of Unity and Democracy,1633
Movement for the Protection of Jerusalem,1634
Nandi Tribe,1635
Nordisk Rikspartiet (Nordic National Party),1636
Turkish separatists (probably Kurds),1637
Front of Resistance and National Liberation of Albanians,1638
People's Liberation Force,1639
Islamic Revenge Organization,1640
Supporters Opposition Leader Etienne Tshisekedi,1641
Najib Watan Party Faction,1642
Actiefront Nationalistisch Nederland,1643
Striking Minors Group,1644
Hezbollah Palestine,1645
Workers/Employees,1646
Militant Moslem Pilgrims,1647
Jamiat-e Islami-yi Afghanistan,1648
Left wing student group,1649
Islamic Golden Army,1650
Muslim Youth,1651
Libardo Moratoro Front,1652
Revolutionary Security Apparatus,1653
Hasmoneans (Jewish Settler Group),1654
Federation of Students and Scholars of Cote d'Ivoire (FESCI),1655
Zaghawa ethnic group,1656
Free All Political Prisoners in Holland,1657
Laiq Chanio Group of Dacoit Bandits,1658
God's Oppressed Army,1659
Popular Democratic Movement (MPD),1660
Forum for the Restoration of Democracy-Kenya,1661
Bangladesh National Socialist Party,1662
Great Japan Patriotic Party,1663
Yatama,1664
Ivorian Popular Front,1665
Effiat ethnic roup or Jbibio Peoples,1666
Air and Azawak Liberation Front,1667
Supporters of Ex-President Gamsakhurdial,1668
Rwanda Patriotic Front (RPF),1669
Comando Vermelho (Red Command),1670
Kahane Chai,1671
People's Guerrilla Front,1672
Action Front Nationalist Librium,1673
Hutu extremists,1674
Political Group,1675
Azerbaijan Weapons Smugglers,1676
Yich Telga,1677
Dnestr Republic Separatists,1678
Supporters of leftist Gana-Oikya Front,1679
Turkish radicals,1680
Cambodian guerrillas,1681
National Front Security Service,1682
Yokoku Seiwa-Kai,1683
People's Revolutionary Organization,1684
Shahin (Falcon),1685
Former Govt. Troops,1686
People's Fatherland Movement,1687
Jharkhand Tribal Forces,1688
United Liberation Movement for Democracy in Liberia (ULIMO),1689
Militant Movement for Madagascan Socialism (MMSM),1690
BZers,1691
Basic People's Congresses,1692
Baya Tribe,1693
Anti-Iran Government Exiles,1694
Anti-govt student groups,1695
Party for the Liberation of the Hutu People (PALIPEHUTU),1696
Sabaot tribesmen,1697
Moslem Paramilitary Group,1698
Association for the Enhancement of the Justice of the Great Japan,1699
Russian separatists,1700
Ethnic Russian Separatists,1701
Oromo Liberation Front,1702
Sabaot Tribe,1703
Dnester region guerrilas,1704
Harakat-i-Inqilahi-i-Islami,1705
Central University students,1706
"Militant Islamic Group, name not stated",1707
Artigas Guard Commando,1708
Red Dawn Front (Frente Amanecer Rojo),1709
Juan Antonio Lavalleja Command,1710
Kolla Benjo Cruz Command,1711
Unemployed Persons,1712
Hamawand Tribe,1713
Anti-government rioters,1714
National Republican Movement for Democracy and Development (MRND),1715
Jamaat-E-Islami (India/Pakistan),1716
Sindhi nationalists,1717
Youth for Revolution,1718
Bodyguards of Muslim Warlord Governor Tupay Loong,1719
Burmese refugees,1720
Latvian Republic Volunteer Troops,1721
Lithuanian Land Guard,1722
Manuel Ascencio Padilla Group,1723
United People's Front,1724
National Democratic Front of Liberia,1725
Katap Ethic Group,1726
Hauso Ethnic Group,1727
Serbian irregulars,1728
Hill Students Council,1729
Smugglers and Elephant Poachers,1730
Chilean Committee of Support for the Peruvian Revolution,1731
Igbo tribal group,1732
Islamic Party of Kenya (IPK),1733
Heroes of Canto Grande,1734
Settlers at Kfar Darom,1735
Albanian exiles,1736
"Supporters, House Speaker Ramon Mitra",1737
Basque extremists,1738
Hezb-e Wahdat-e Islami-yi Afghanistan,1739
Algerian Mujahideen for Muslims,1740
Likud Political Party,1741
Agudat Israel Party,1742
Muslim Demonstrators,1743
Aidid Militia,1744
French National,1745
Communist Trade Union Workers,1746
Islam Liberation Front,1747
Rebels backing deposed Pres. Zviad Gamsakhurdia,1748
Local Residents,1749
Bangladesh Road Transport Workers Federation,1750
Comando Independiente Revolucionario,1751
Tribal Group,1752
Black Malian Group,1753
Opposition movement of Colon Province Unemployed,1754
Bandits,1755
Soskan tribe,1756
Kaitseliit Paramiltary Group,1757
Committee for the Elimination of Killer Collaborators,1758
Servants of Islam Organization,1759
Dnestr Rebels,1760
Jarrai,1761
Sovereign Panama Patriotic Front,1762
Turkish Hezbollah,1763
Georgian extremists,1764
Georgian guerrillas,1765
Hungarian Skin Head Group,1766
Togolese Peoples Rally,1767
Committee for a National Drive for Peace and Democracy,1768
Khmer Bandits,1769
Front for the Liberation of Cabinda / Cabinda Armed Forces (FLEC-FAC),1770
Japan National Youth Alliance,1771
Union of Young Kurdish Revolutionaries,1772
Faqra Tribal Group,1773
Kurdish demonstrators,1774
Somali Gang,1775
Chinese Pirates,1776
Rohingya Solidarity Organization,1777
Protesters,1778
Dissident Military Mmbrs of Northern Tribal Group,1779
War Veterans,1780
Forbid the Evil Group (Muslim Extremists),1781
Khasi Students Union,1782
Panama Defense Force,1783
Abkhazian Separatists,1784
Boz-Ok (Grey Arrow),1785
Somali National Alliance,1786
Revolutionary Bolivariano Movement 200,1787
Congress of Kabardian People,1788
Polish Skinheads,1789
Fuerzas Populares Jose Leonardo Chirinos,1790
Anti Kurdish Workers Party Iraq nationals,1791
All Tripura Tiger Force (ATTF),1792
Grupo Libertad,1793
Supreme Council for Islamic Revolution in Iraq (SCIRI),1794
Red Commandos,1795
National Liberation Front of Tripura (NLFT),1796
October 11 Group,1797
Armed Islamic Movement,1798
Punitive Leftist Front,1799
National Democratic Front of Bodoland (NDFB),1800
Chechen Rebels,1801
Demonstration led by French Anti-Nazi Hunters,1802
Nucleus of Fighting Communists,1803
Dioulas tribal group,1804
Jose Benito Escobar Workers Federation,1805
Moro National Liberation Front Splinter group,1806
Ingush Rebels,1807
Guajajara Tribe,1808
Bharatiya Janata Party,1809
Asylum Seekers,1810
Farighan,1811
Ohabi Islamic Sect,1812
Young Pioneers,1813
Militants of the National Action Party,1814
Bolivarian Army of Liberation,1815
Kenya African National Union (KANU),1816
Iraqi Revolutionary Forces,1817
Gunmen loyal to Mohammad Farah Aideed,1818
Boer Republikeinse Leer,1819
New Patriotic Party (NPP),1820
Greek Anarchists' Union,1821
February 27 Revolutionary Armed Forces,1822
Socialist Recovery Movement,1823
Mexican Revolutionary Movement,1824
Farmers,1825
Fourth Reich Skinheads,1826
Armed Forces for Liberation of East Timor (FALINTIL),1827
Boricua Revolutionary Front,1828
Toposa and Dongiro Tribes,1829
People's Democratic Army,1830
Indipendenza,1831
Democratic Progressive Party,1832
Al-Ittihaad al-Islami (AIAI),1833
Xhosa Tribal Workers,1834
Abkhazian guerrillas,1835
Al-Qaida,1836
Anti-Kurdish Turks,1837
Kotoko Tribal Group,1838
Togolese Dissidents,1839
Maccabee Squad and the Shield of David,1840
Kaka-Tribesmen,1841
Nuclei Communist Combattants,1842
Great Eastern Islamic Raiders Front (IBDA-C),1843
Bani Nawaf tribe,1844
Aryan Republican Army,1845
Farm Animal Revenge Militia (FARM),1846
Revolutionary United Front (RUF),1847
Armed Islamic Group (GIA),1848
Mousa Ismail sub-clan,1849
Abu Sayyaf Group (ASG),1850
"Rival Zulu Group, name not stated",1851
Khalistan Zindabad (Long Live Khalistan),1852
Pro-Palestinian Immigrants,1853
Faithful Resistance,1854
